T = 100;
m = 4;
V = 1;
R =  [[45 45 47 43 39 38 40 34 42 46 43 43 41 47 48 37 43 48 48 44 47 37 43 38 45
         37 39 38 34 42 47 34 45 43 34 34 36 45 34 41 40 45 36 38 43 37 44
         37 46 44 38 35 43 37 35 35 46 35 41 46 44 42 41 40 41 42 36 38 42
         44 40 43 34 38 39 36 37 42 34 44 43 42 47 44 40 37 35 40 42 41 47
         38 39 34 46 41 36 47 41 47 41]];
u =  [[1]
         [1]
         [1]
         [1]];
N = 81;
a =  [6 6 3 10 5 9 9 2 9 2 4 8 4 7 5 3 1 8 1 10 10 7 10 6 2 8 3 1 8 8 1 7 3 3 4
     1 1 4 4 4 9 9 5 6 2 2 4 7 7 1 9 9 3 2 6 4 2 9 1 7 3 5 2 5 7 2 1 1 6 1
     10 9 1 8 9 1 3 8 5 1 1];
p =  [[[3 2 3 0]
             [0 0 2 0]
             [1 2 3 0]
             [0 2 3 2]
             [1 3 0 0]
             [2 0 0 2]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[1 2 1 1]
             [3 2 1 0]
             [3 0 1 2]
             [3 2 1 2]
             [2 1 1 0]
             [0 0 3 2]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[1 1 1 2]
             [2 3 1 2]
             [2 3 1 3]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[0 0 1 0]
             [2 2 1 3]
             [3 1 2 2]
             [3 2 3 2]
             [2 0 3 3]
             [1 2 0 2]
             [3 0 1 2]
             [0 0 0 0]
             [0 3 2 3]
             [2 2 2 3]]
         [[3 2 0 1]
             [2 2 0 2]
             [1 1 1 3]
             [1 3 0 0]
             [1 3 1 3]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[2 0 2 1]
             [1 3 1 2]
             [2 3 0 2]
             [0 2 3 3]
             [0 0 3 0]
             [3 0 1 0]
             [2 0 2 3]
             [3 2 2 2]
             [2 0 0 2]
             [0 0 0 0]]
         [[3 2 3 3]
             [2 1 1 3]
             [0 1 3 3]
             [3 0 2 3]
             [3 2 0 2]
             [3 3 1 0]
             [2 2 2 1]
             [3 3 2 3]
