T = 100;
m = 4;
V = 1;
R =  [[24 28 30 24 26 24 27 24 21 28 27 29 24 29 29 25 21 24 24 23 22 27 25 30 24
         22 26 25 29 22 27 25 23 30 23 30 29 22 22 21 27 22 29 22 29 28 21
         28 24 28 22 23 28 27 22 28 29 30 24 22 25 28 23 24 26 25 27 30 23
         30 30 23 22 21 30 24 29 23 30 23 27 26 21 24 27 28 26 27 29 27 27
         24 23 29 30 22 29 27 23 21 24]];
u =  [[1]
         [1]
         [1]
         [1]];
N = 45;
a =  [9 10 6 6 6 9 8 4 3 8 2 2 9 2 4 9 7 10 7 4 1 4 6 5 1 2 2 10 9 8 2 5 2 2 6 8
     7 6 2 6 5 8 6 10 2];
p =  [[[1 2 0 0]
             [1 3 1 0]
             [3 2 0 0]
             [0 2 3 3]
             [3 1 1 1]
             [0 0 3 0]
             [3 1 3 2]
             [3 2 2 3]
             [2 0 0 1]
             [0 0 0 0]]
         [[2 3 3 3]
             [2 1 1 3]
             [1 2 1 1]
             [2 3 0 2]
             [3 2 2 3]
             [3 2 3 2]
             [3 2 0 0]
             [2 0 0 1]
             [1 3 0 0]
             [1 3 0 2]]
         [[0 2 1 1]
             [0 1 2 1]
             [3 2 3 1]
             [1 0 2 0]
             [0 2 2 1]
             [1 3 3 1]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[2 1 1 1]
             [0 3 0 0]
             [2 2 3 0]
             [0 1 1 0]
             [2 1 3 3]
             [2 0 2 1]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[0 3 3 2]
             [3 0 1 3]
             [1 3 3 0]
             [2 1 0 1]
             [2 1 3 2]
             [0 3 0 3]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[0 3 2 1]
             [1 3 3 1]
             [0 1 3 1]
             [2 0 2 3]
             [3 0 1 1]
             [2 0 1 1]
             [2 1 3 1]
             [0 0 3 2]
             [1 0 1 2]
             [0 0 0 0]]
         [[3 2 3 0]
             [2 1 0 1]
             [2 3 3 3]
             [3 1 2 1]
             [0 1 0 1]
             [1 2 3 0]
             [2 0 3 0]
             [0 3 1 1]
             [0 0 0 0]
             [0 0 0 0]]
         [[0 2 3 0]
             [2 0 3 0]
             [2 0 1 2]
             [3 0 2 2]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[1 1 1 1]
             [2 0 3 1]
             [0 2 0 3]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[0 1 0 3]
             [1 1 1 1]
             [1 0 0 0]
             [2 2 2 0]
             [0 0 3 3]
             [3 3 0 3]
             [0 0 3 1]
             [3 0 2 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[2 1 2 3]
             [3 0 3 3]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[1 3 2 1]
             [0 1 2 1]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[2 2 1 2]
             [0 3 1 1]
             [3 1 1 3]
             [1 2 3 3]
             [0 0 0 3]
             [3 1 1 2]
             [0 3 2 0]
             [0 3 1 0]
             [2 2 1 2]
             [0 0 0 0]]
         [[3 3 0 0]
             [3 2 3 1]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[1 0 2 2]
             [3 2 3 0]
             [3 0 2 1]
             [1 2 2 2]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[1 1 2 1]
             [2 1 1 1]
             [0 2 3 1]
             [2 1 1 3]
             [3 3 3 2]
             [3 1 1 1]
             [0 3 1 0]
             [1 0 3 2]
             [1 3 2 2]
             [0 0 0 0]]
         [[1 3 2 2]
             [2 0 3 3]
             [1 1 3 3]
             [0 1 3 3]
             [1 3 0 2]
             [3 3 3 0]
             [0 1 3 2]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[2 0 0 0]
             [2 3 2 2]
             [0 0 0 1]
             [0 3 3 0]
             [2 0 3 3]
             [3 3 3 0]
             [3 1 1 2]
             [2 3 0 3]
             [2 0 3 1]
             [3 3 3 1]]
         [[3 3 0 0]
             [3 2 3 3]
             [0 2 0 1]
             [2 0 0 3]
             [1 2 1 2]
             [1 1 1 2]
             [0 2 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[1 0 3 2]
             [0 2 1 0]
             [3 3 1 1]
             [3 1 2 1]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[2 0 2 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[2 2 2 1]
             [2 1 1 1]
             [1 0 0 3]
             [1 1 3 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[2 2 3 1]
             [2 0 1 2]
             [3 3 2 3]
             [0 3 0 0]
             [1 1 2 2]
             [2 0 0 1]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[1 0 3 3]
             [2 3 1 2]
             [3 3 3 0]
             [0 1 1 0]
             [3 2 1 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[3 3 0 1]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[0 0 3 2]
             [1 3 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[1 0 2 3]
             [2 1 1 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[3 2 0 0]
             [3 2 2 0]
             [0 3 3 0]
             [2 3 0 1]
             [3 2 3 0]
             [2 2 3 1]
             [1 3 1 3]
             [0 1 0 1]
             [1 3 3 0]
             [2 2 0 0]]
         [[0 3 2 0]
             [1 1 1 2]
             [1 2 3 1]
             [2 1 1 2]
             [0 3 2 3]
             [0 1 3 3]
             [1 3 2 2]
             [1 1 0 1]
             [1 1 0 2]
             [0 0 0 0]]
         [[1 2 0 0]
             [2 1 1 1]
             [3 1 1 2]
             [1 2 2 0]
             [1 1 1 1]
             [1 0 3 1]
             [2 2 2 3]
             [0 2 2 3]
             [0 0 0 0]
             [0 0 0 0]]
         [[2 2 0 0]
             [3 3 1 3]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[1 1 3 1]
             [3 1 1 2]
             [3 3 2 1]
             [2 3 1 0]
             [3 2 1 2]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[1 2 3 0]
             [2 2 1 1]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[0 1 3 1]
             [2 0 0 1]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[2 1 1 2]
             [0 0 3 0]
             [1 1 2 0]
             [1 3 3 3]
             [1 2 1 2]
             [1 1 3 1]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[1 1 0 3]
             [0 1 2 0]
             [2 3 2 0]
             [0 2 3 2]
             [3 1 1 1]
             [2 3 1 3]
             [1 1 2 3]
             [1 3 1 2]
             [0 0 0 0]
             [0 0 0 0]]
         [[2 3 3 2]
             [2 1 2 1]
             [2 3 2 0]
             [3 0 3 0]
             [2 0 2 2]
             [1 1 1 1]
             [3 2 1 2]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[2 0 3 0]
             [2 1 3 2]
             [2 1 3 0]
             [0 1 3 2]
             [3 2 1 1]
             [2 2 3 2]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[1 3 1 3]
             [0 0 2 3]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[0 3 0 0]
             [2 0 2 0]
             [0 3 0 1]
             [0 3 3 1]
             [2 3 1 3]
             [3 1 1 1]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[0 1 3 1]
             [2 1 3 2]
             [0 2 0 2]
             [1 2 0 1]
             [2 1 0 2]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[0 1 2 2]
             [1 0 0 2]
             [2 3 1 2]
             [3 2 0 0]
             [1 2 1 0]
             [1 1 0 2]
             [3 3 1 3]
             [2 2 1 1]
             [0 0 0 0]
             [0 0 0 0]]
         [[2 0 3 3]
             [3 1 0 3]
             [1 1 1 3]
             [3 2 2 2]
             [3 1 0 3]
             [1 2 3 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]
         [[2 1 3 2]
             [3 0 0 1]
             [2 2 1 2]
             [1 1 1 1]
             [1 1 0 0]
             [3 1 3 1]
             [3 3 0 3]
             [1 2 1 3]
             [2 1 0 2]
             [2 2 2 3]]
         [[3 1 0 3]
             [0 2 3 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]
             [0 0 0 0]]];
l =  [[3 3 4 3 0 3 1 4 0 0]
         [0 2 4 2 3 1 2 2 4 0]
         [0 4 2 3 0 0 0 0 0 0]
         [2 2 1 0 2 0 0 0 0 0]
         [4 3 4 3 0 0 0 0 0 0]
         [3 3 1 2 0 3 2 4 0 0]
         [3 0 2 4 1 1 2 0 0 0]
         [1 3 0 0 0 0 0 0 0 0]
         [4 0 0 0 0 0 0 0 0 0]
         [3 1 0 3 1 1 3 0 0 0]
         [1 0 0 0 0 0 0 0 0 0]
         [1 0 0 0 0 0 0 0 0 0]
         [1 4 3 4 4 4 0 3 0 0]
         [4 0 0 0 0 0 0 0 0 0]
         [2 0 3 0 0 0 0 0 0 0]
         [3 4 0 2 2 2 1 4 0 0]
         [3 4 3 2 1 1 0 0 0 0]
         [1 1 3 0 0 4 2 4 0 0]
         [4 3 4 1 1 1 0 0 0 0]
         [1 4 1 0 0 0 0 0 0 0]
         [0 0 0 0 0 0 0 0 0 0]
         [0 1 1 0 0 0 0 0 0 0]
         [3 4 2 1 4 0 0 0 0 0]
         [1 3 3 3 0 0 0 0 0 0]
         [0 0 0 0 0 0 0 0 0 0]
         [1 0 0 0 0 0 0 0 0 0]
         [2 0 0 0 0 0 0 0 0 0]
         [3 2 1 4 0 1 0 0 0 0]
         [3 3 3 0 4 2 1 2 0 0]
         [4 2 0 2 3 3 0 0 0 0]
         [0 0 0 0 0 0 0 0 0 0]
         [0 2 2 4 0 0 0 0 0 0]
         [0 0 0 0 0 0 0 0 0 0]
         [4 0 0 0 0 0 0 0 0 0]
         [3 4 2 0 0 0 0 0 0 0]
         [1 2 2 0 0 2 4 0 0 0]
         [2 0 2 0 0 2 0 0 0 0]
         [0 2 4 3 4 0 0 0 0 0]
         [3 0 0 0 0 0 0 0 0 0]
